"ConPhylum","Intercept2","Slope2","E2","TempPref","Intercept","Slope","E","GenusSpecies","ConGenus","ConFamily","ConOrder","ConClass","Superkingdom","GrowthRate","RateUnit","Optimum.Temp","TempUnit","AverageVolume","VolumeUnit","Sources","Notes","Author","Temp","arrhenius_tmp","lograte"
"557","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Marinobacter alkaliphilus","Marinobacter","Alteromonadaceae","Alteromonadales","Gammaproteobacteria","Bacteria",0.00025953,"s^-1",35.0882,"Celsius",1.26e-18,"m^3","https://www.researchgate.net/publication/8388977_Marinobacter_alkaliphilus_sp_nov_a_novel_alkaliphilic_bacterium_isolated_from_subseafloor_alkaline_serpentine_mud_from_Ocean_Drilling_Program_Site_1200_at_South_Chamorro_Seamount_Mariana_Forearc",NA,"Hira",308.2382,37.6362438991856,-8.25663825510388
"558","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Haliea salexigens","Haliea","Halieaceae","Cellvibrionales","Gammaproteobacteria","Bacteria",1.75e-05,"s^-1",27.5,"Celsius",2.81e-19,"m^3","corkrey, engqvist, fierer, gold, pasteur, protraits","125, 555, 1902, 12331, 18718","Madin",300.65,38.5861569075202,-10.9533096770348
"559","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Desulfobacter latus","Desulfobacter","Desulfobacteraceae","Desulfobacterales","Deltaproteobacteria","Bacteria",4.43e-06,"s^-1",30.5,"Celsius",1.52e-17,"m^3","corkrey, engqvist, gold","540, 555, 12331","Madin",303.65,38.2049335558898,-12.3271109739072
"560","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Pseudoalteromonas haloplanktis","Pseudoalteromonas","Pseudoalteromonadaceae","Alteromonadales","Gammaproteobacteria","Bacteria",0.000166414,"s^-1",13.75,"Celsius",2.51e-18,"m^3","corkrey, engqvist, genbank, gold, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","276, 555, 4976, 12331, 14321, 18701, 18707, 18718, 18723, 18924","Madin",286.9,40.4354411789681,-8.7010318985009
"561","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Thiohalobacter thiocyanaticus","Thiohalobacter",NA,NA,"Gammaproteobacteria","Bacteria",6.25e-06,"s^-1",32,"Celsius",1.87e-19,"m^3","corkrey, engqvist, fierer, genbank, gold, rrndb","32, 555, 4218, 6934, 12331, 18723","Madin",305.15,38.0171328010681,-11.982929094216
"562","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Desulfofrigus oceanense","Desulfofrigus","Desulfobacteraceae","Desulfobacterales","Deltaproteobacteria","Bacteria",1.31e-06,"s^-1",9.57305,"Celsius",1.54e-17,"m^3","https://books.google.co.uk/books?id=9cwgo-9IyTUC&pg=PA977&lpg=PA977&dq=Desulfofrigus+oceanense+cell+size&source=bl&ots=lTtbfougYA&sig=4rpA3CrTU5e2uXVWlwzPw1h9H54&hl=en&sa=X&ved=0ahUKEwj46PvYz5bbAhVDxRQKHf4wD-sQ6AEIMzAC#v=onepage&q=Desulfofrigus%20oceanense%20cell%20size&f=false","pg.977","Hira",282.72305,41.0328343382188,-13.5454834207512
"563","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Brucella abortus","Brucella","Brucellaceae","Rhizobiales","Alphaproteobacteria","Bacteria",2.96e-05,"s^-1",37,"Celsius",2.4e-19,"m^3","engqvist, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4465, 7875, 8010, 8635, 8759, 9088, 9200, 9413, 9513, 9665, 9756, 9866, 9943, 10020, 10098, 10165, 10234, 10284, 12331, 14284, 14343, 14742, 15607, 17077, 17144, 17196, 17197, 17208, 17409, 17410, 18701, 18707, 18718, 18723, 18822","Madin",310.15,37.4042497960533,-10.4277361966343
"564","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Syntrophobacter fumaroxidans","Syntrophobacter","Syntrophobacteraceae","Syntrophobacterales","Deltaproteobacteria","Bacteria",6.05e-07,"s^-1",37,"Celsius",2.43e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4732, 12331, 13894, 14457, 18701, 18707, 18718, 18723, 18968","Madin",310.15,37.4042497960533,-14.3180373789156
"565","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Verminephrobacter eiseniae","Verminephrobacter","Comamonadaceae","Burkholderiales","Betaproteobacteria","Bacteria",2.09e-05,"s^-1",26.5,"Celsius",1.72e-19,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","164, 555, 4280, 4865, 12331, 14002, 14499, 18701, 18707, 18718, 18723","Madin",299.65,38.7149276630934,-10.7757613989935
"566","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Hydrogenovibrio thermophilus","Hydrogenovibrio","Piscirickettsiaceae","Thiotrichales","Gammaproteobacteria","Bacteria",4.72e-05,"s^-1",37.5,"Celsius",2.3e-19,"m^3","bacdive-microa, corkrey, engqvist, fierer, gold","1, 409, 555, 4224, 12331","Madin",310.65,37.3440465934201,-9.96111666537276
"567","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Sphingopyxis alaskensis","Sphingopyxis","Sphingomonadaceae","Sphingomonadales","Alphaproteobacteria","Bacteria",2.92e-05,"s^-1",7,"Celsius",2.24e-19,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4805, 12331, 13768, 14400, 18701, 18707, 18718, 18723, 18951","Madin",280.15,41.4097022104085,-10.44134184869
"568","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Paraburkholderia kururiensis","Paraburkholderia","Burkholderiaceae","Burkholderiales","Betaproteobacteria","Bacteria",8.38e-05,"s^-1",30,"Celsius",7.98e-19,"m^3","engqvist, gold, microbe-directory, pasteur, patric, bergeys","555, 12331, 18701, 18707","Madin",303.15,38.2679468060232,-9.38707755047624
"569","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Moritella abyssi","Moritella","Moritellaceae","Alteromonadales","Gammaproteobacteria","Bacteria",4.57e-05,"s^-1",4.46461,"Celsius",4.17e-18,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/53/2/533.pdf?expires=1526923609&id=id&accname=guest&checksum=0A81172A69073197CC23FFE176BBC42C",NA,"Hira",277.61461,41.7878874395189,-9.99341226006412
"570","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Spongiibacter marinus","Spongiibacter","Spongiibacteraceae","Cellvibrionales","Gammaproteobacteria","Bacteria",1.3e-05,"s^-1",28.333,"Celsius",6.09e-19,"m^3","corkrey, engqvist, fierer, gold, pasteur","227, 555, 2534, 3934, 12331","Madin",301.483,38.4795430397268,-11.2505612005027
"571","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Moritella profunda","Moritella","Moritellaceae","Alteromonadales","Gammaproteobacteria","Bacteria",5.27e-05,"s^-1",1.96007,"Celsius",2.98e-18,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/53/2/533.pdf?expires=1526923609&id=id&accname=guest&checksum=0A81172A69073197CC23FFE176BBC42C",NA,"Hira",275.11007,42.1683149375301,-9.85089510241696
"572","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Desulfuromonas acetoxidans","Desulfuromonas","Desulfuromonadaceae","Desulfuromonadales","Deltaproteobacteria","Bacteria",3.75e-05,"s^-1",30,"Celsius",6.5e-19,"m^3","corkrey, engqvist, gold, microbe-directory, patric, protraits, bergeys","17, 555, 12331, 18701, 18707, 18718","Madin",303.15,38.2679468060232,-10.1911696249879
"573","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Myxococcus xanthus","Myxococcus","Myxococcaceae","Myxococcales","Deltaproteobacteria","Bacteria",2.41e-05,"s^-1",23.333,"Celsius",2.54e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4697, 12331, 13383, 14405, 18701, 18707, 18718, 18723, 18904","Madin",296.483,39.1284764193763,-10.6332987174677
"574","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Pseudomonas putida","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Bacteria",0.00045927,"s^-1",31.21,"Celsius",3.33e-19,"m^3","Size:https://onlinelibrary.wiley.com/doi/full/10.1002/jctb.5299; Mass:http://www.pnas.org/content/105/44/16994",NA,"Hira",304.36,38.1158104686751,-7.68587228555217
"575","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Nisaea denitrificans","Nisaea","Rhodospirillaceae","Rhodospirillales","Alphaproteobacteria","Bacteria",3.63e-05,"s^-1",30,"Celsius",1.4e-18,"m^3","corkrey, engqvist, fierer, gold, pasteur, protraits","374, 555, 2862, 12331, 18718","Madin",303.15,38.2679468060232,-10.2236928166935
"576","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Geobacter sulfurreducens","Geobacter","Geobacteraceae","Desulfuromonadales","Deltaproteobacteria","Bacteria",1.1e-05,"s^-1",29.333,"Celsius",2.62e-19,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4631, 7756, 12331, 12995, 14205, 15834, 18560, 18701, 18707, 18718, 18723, 18859","Madin",302.483,38.3523307896508,-11.4176152851659
"577","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Burkholderia pseudomallei","Burkholderia","Burkholderiaceae","Burkholderiales","Betaproteobacteria","Bacteria",9.12e-05,"s^-1",38.5,"Celsius",9.33e-19,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4444, 7892, 7993, 8651, 8742, 9101, 9187, 9427, 9501, 9676, 9746, 9875, 9935, 10029, 10089, 10174, 10227, 10291, 10342, 10393, 10437, 10476, 10519, 10557, 10597, 10632, 10674, 10706, 10736, 10771, 10802, 10830, 10859, 10885, 10908, 10929, 10953, 10981, 11003, 11021, 11040, 11056, 11079, 11096, 11117, 11135, 11158, 11175, 11209, 11231, 11263, 11334, 11479, 11488, 11490, 12209, 12210, 12331, 12581, 14248, 14328, 14519, 14520, 14933, 15943, 16173, 16611, 16736, 16820, 16832, 16931, 17173, 17178, 17210, 17232, 18701, 18707, 18718, 18723, 18827","Madin",311.65,37.2242197152124,-9.30245566088399
"578","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Dinoroseobacter shibae","Dinoroseobacter","Rhodobacteraceae","Rhodobacterales","Alphaproteobacteria","Bacteria",1.92e-05,"s^-1",33,"Celsius",1.7e-19,"m^3","engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 1559, 4874, 12331, 12895, 14651, 18701, 18707, 18718, 18723, 18854","Madin",306.15,37.8929546766158,-10.8606002789305
"579","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Photobacterium profundum","Photobacterium","Vibrionaceae","Vibrionales","Gammaproteobacteria","Bacteria",0.000226519,"s^-1",15,"Celsius",1.72e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4744, 12331, 13518, 14220, 18701, 18707, 18718, 18723, 18918","Madin",288.15,40.2600314913966,-8.39268173134964
"580","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Photorhabdus luminescens","Photorhabdus","Morganellaceae","Enterobacterales","Gammaproteobacteria","Bacteria",0.000151488,"s^-1",28.8,"Celsius",2.61e-18,"m^3","engqvist, fierer, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 3251, 7066, 7119, 8381, 8383, 12331, 14199, 18701, 18707, 18718, 18723, 18919","Madin",301.95,38.4200300521475,-8.79500414407276
"581","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Chromohalobacter salexigens","Chromohalobacter","Halomonadaceae","Oceanospirillales","Gammaproteobacteria","Bacteria",1.67e-05,"event / (individual * second)",37,"Celsius",1.26e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 4541, 12331, 12716, 14386, 18560, 18701, 18707, 18718, 18723","Madin",310.15,37.4042497960533,-11.0001018385416
"582","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Escherichia coli","Escherichia","Enterobacteriaceae","Enterobacteriales","Gammaproteobacteria","Bacteria",0.00109227,"s^-1",38.5,"Celsius",1.26e-18,"m^3","https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false",NA,"Hira",311.65,37.2242197152124,-6.81949717947409
"583","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Desulfobacter curvatus","Desulfobacter","Desulfobacteraceae","Desulfobacterales","Deltaproteobacteria","Bacteria",1.08e-05,"s^-1",33.0149,"Celsius",1.39e-18,"m^3","https://link.springer.com/content/pdf/10.1007%2FBF00456706.pdf",NA,"Hira",306.1649,37.8911105559322,-11.4359644238341
"584","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Desulfovibrio litoralis","Desulfovibrio","Desulfovibrionaceae","Desulfovibrionales","Deltaproteobacteria","Bacteria",5.54e-06,"s^-1",28,"Celsius",4.09e-19,"m^3","corkrey, engqvist, gold","23, 555, 12331","Madin",301.15,38.5220922272819,-12.1035160572051
"585","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Sodalis glossinidius","Sodalis","Pectobacteriaceae","Enterobacterales","Gammaproteobacteria","Bacteria",4.72e-06,"s^-1",25,"Celsius",8.08e-18,"m^3","bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","1, 555, 4480, 7863, 12331, 13748, 14355, 18701, 18707, 18718, 18723, 18949","Madin",298.15,38.9097034185676,-12.2637017583668
"586","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Sorangium cellulosum","Sorangium","Polyangiaceae","Myxococcales","Deltaproteobacteria","Bacteria",1.22e-05,"s^-1",28,"Celsius",4.06e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4988, 7652, 8164, 12331, 13752, 14673, 16573, 18701, 18707, 18718, 18723, 18950","Madin",301.15,38.5220922272819,-11.3140746062251
"587","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Pseudomonas fluorescens","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Bacteria",0.00039527,"s^-1",30.41,"Celsius",1.91e-18,"m^3","Size:https://academic.oup.com/femsec/article/86/1/36/529865; Mass:http://www.pnas.org/content/105/44/16994",NA,"Hira",303.56,38.2162606214453,-7.83594148226936
"588","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Nitratifractor salsuginis","Nitratifractor",NA,"Campylobacterales","Epsilonproteobacteria","Bacteria",3.27e-05,"s^-1",37.2,"Celsius",6.5e-19,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","433, 555, 2863, 5293, 12331, 13404, 15322, 18701, 18707, 18718, 18723","Madin",310.35,37.3801452368163,-10.3281354800611
"589","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Shewanella donghaensis","Shewanella","Shewanellaceae","Alteromonadales","Gammaproteobacteria","Bacteria",0.00011769,"s^-1",17,"Celsius",3.43e-19,"m^3","corkrey, fierer, gold","334, 3781, 12331","Madin",290.15,39.9825196424123,-9.0474565090747
"590","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Halomonas elongata","Halomonas","Halomonadaceae","Oceanospirillales","Gammaproteobacteria","Bacteria",0.00026346,"s^-1",35.97092192,"Celsius",1.39e-18,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/51/4/0511457a.pdf?expires=1526917758&id=id&accname=guest&checksum=88E8DCDABD428EA0F6249F0404341F87",NA,"Hira",309.12092192,37.5287703018958,-8.24160900416259
"591","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Halomonas halodenitrificans","Halomonas","Halomonadaceae","Oceanospirillales","Gammaproteobacteria","Bacteria",0.00012166,"s^-1",35.06580037,"Celsius",3.58e-19,"m^3","Size:https://www.um.es/biomybiotec/web/Seminarios/2008/papers/A_Ventosa_Biology_moderately_halophilic.pdf;  mass:http://www.pnas.org/content/105/44/16994","DeLong","Hira",308.21580037,37.6389791189145,-9.01428028907172
"592","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Shewanella profunda","Shewanella","Shewanellaceae","Alteromonadales","Gammaproteobacteria","Bacteria",0.000128361,"s^-1",27.5,"Celsius",7.92e-19,"m^3","corkrey, engqvist, fierer, gold, pasteur","525, 555, 3793, 12331","Madin",300.65,38.5861569075202,-8.960663951164
"593","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Pseudoalteromonas antarctica","Pseudoalteromonas","Pseudoalteromonadaceae","Alteromonadales","Gammaproteobacteria","Bacteria",5.89e-05,"s^-1",17.5,"Celsius",8.91e-19,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/47/2/ijs-47-2-345.pdf?expires=1526924343&id=id&accname=guest&checksum=FF1A3F36005B016E92C7B9740F808F9A",NA,"Hira",290.65,39.9137384285083,-9.73966946730673
"594","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Desulfovibrio inopinatus","Desulfovibrio","Desulfovibrionaceae","Desulfovibrionales","Deltaproteobacteria","Bacteria",4.81e-06,"s^-1",30,"Celsius",9.31e-18,"m^3","corkrey, engqvist, gold, patric","542, 555, 12331, 18707","Madin",303.15,38.2679468060232,-12.2448134738466
"595","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Thalassobaculum salexigens","Thalassobaculum","Rhodospirillaceae","Rhodospirillales","Alphaproteobacteria","Bacteria",2.65e-05,"s^-1",30,"Celsius",5.26e-19,"m^3","corkrey, engqvist, fierer, gold, pasteur, protraits","232, 555, 4164, 12331, 18718","Madin",303.15,38.2679468060232,-10.5383658249721
"596","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Thioreductor micantisoli","Thioreductor",NA,NA,"Epsilonproteobacteria","Bacteria",4.18e-05,"s^-1",32,"Celsius",3.6e-19,"m^3","corkrey, engqvist, fierer, gold","368, 555, 4228, 12331","Madin",305.15,38.0171328010681,-10.0826142184336
"597","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Salmonella enterica","Salmonella","Enterobacteriaceae","Enterobacteriales","Gammaproteobacteria","Bacteria",0.000209,"s^-1",39.9335,"Celsius",4.32e-18,"m^3","Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994","Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html","Hira",313.0835,37.0537830139434,-8.47317630599946
