GenusSpecies,ConGenus,ConFamily,ConOrder,ConClass,ConPhylum,Superkingdom,GrowthRate,RateUnit,OptimumTemp,TempUnit,AverageVolume,VolumeUnit,Sources,Notes
Thermoanaerobacter italicus,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,4.05E-06,s^-1,71.667,Celsius,9.89E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","555, 5078, 12331, 13916, 15105, 18701, 18707, 18718, 18723"
Thermoanaerobacter kivui,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,8.20E-05,s^-1,64.1144,Celsius,9.69E-19,m^3,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,"pg.1235, cell size during growth on H2 and CO2"
Thermoanaerobacter mathranii,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,0.00015517,s^-1,68.8218,Celsius,1.01E-18,m^3,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.1235
Thermoanaerobacter pentosaceus,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,1.67E-06,s^-1,70,Celsius,2.13E-19,m^3,"corkrey, engqvist, fierer","84, 555, 4180"
Thermoanaerobacter siderophilus,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,6.70E-05,s^-1,71.0469,Celsius,1.46E-18,m^3,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.1236
Thermoanaerobacter sulfurigignens,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,5.85E-06,s^-1,65,Celsius,1.04E-18,m^3,"corkrey, engqvist, fierer, gold, bergeys","356, 555, 4182, 12331"
Thermoanaerobacter uzonensis,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,3.28E-05,s^-1,61,Celsius,1.64E-18,m^3,"corkrey, engqvist, fierer, gold","356, 555, 4183, 12331"
Thermoanaerobacter wiegelii,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,5.96E-06,s^-1,64.5,Celsius,1.34E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","221, 555, 5245, 12331, 13918, 15518, 18701, 18707, 18718, 18723"
Thermoanaerobacterium aciditolerans,Thermoanaerobacterium,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,1.40E-06,s^-1,55,Celsius,1.21E-18,m^3,"corkrey, engqvist, fierer, gold, bergeys","71, 555, 4184, 12331"
Thermoanaerobacterium aotearoense,Thermoanaerobacterium,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,5.81E-06,s^-1,55,Celsius,6.20E-18,m^3,"corkrey, engqvist, gold, patric, bergeys","394, 555, 12331, 18707"
Thermoanaerobacterium thermosulfurigenes,Thermoanaerobacterium,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,0.00010923,s^-1,59.8409,Celsius,3.05E-17,m^3,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.1283
Thermobaculum terrenum,Thermobaculum,NA,NA,NA,NA,Bacteria,1.84E-06,s^-1,70.833,Celsius,2.56E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","396, 555, 5385, 12331, 13922, 15067, 18701, 18707, 18718, 18723"
Thermobrachium celere,Thermobrachium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,3.58E-05,s^-1,55,Celsius,5.86E-18,m^3,"corkrey, engqvist, gold, protraits, bergeys","498, 555, 12331, 18718"
Thermococcus barophilus,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,0.000434031,s^-1,84.9413,Celsius,2.23E-18,m^3,https://www.ncbi.nlm.nih.gov/pubmed/10319455,
Thermococcus fumicolans,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,0.00020071,s^-1,84.0438,Celsius,2.23E-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/46/4/ijs-46-4-1113.pdf?expires=1527182709&id=id&accname=guest&checksum=C5389BAF1004A329EAF0BD65CDB650F3,
Thermococcus hydrothermalis,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,0.00011648,s^-1,79.8486,Celsius,2.23E-18,m^3,https://www.researchgate.net/publication/13992510_Thermococcus_hydrothermalis_sp_nov_a_New_Hyperthermophilic_Archaeon_Isolated_from_a_Deep-Sea_Hydrothermal_Vent,
Thermococcus prieurii,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,1.74E-06,s^-1,80,Celsius,1.59E-18,m^3,"corkrey, fierer","199, 4190"
Thermococcus siculi,Thermococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea,8.83E-05,s^-1,84.9802,Celsius,2.23E-18,m^3,https://link.springer.com/content/pdf/10.1007%2Fs007920050099.pdf,
Thermodesulfatator atlanticus,Thermodesulfatator,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria,2.50E-06,s^-1,67.5,Celsius,7.15E-19,m^3,"corkrey, engqvist, fierer, gold, microbe-directory","169, 555, 4192, 12331, 18701"
Thermodesulfatator indicus,Thermodesulfatator,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria,3.01E-06,s^-1,70,Celsius,1.19E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","171, 555, 4193, 5208, 12331, 13937, 15458, 18701, 18707, 18718, 18723"
Thermodesulfobacterium commune,Thermodesulfobacterium,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria,2.68E-06,s^-1,70,Celsius,5.65E-20,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, patric, rrndb, bergeys","255, 555, 5521, 12331, 13938, 16977, 18707, 18723"
Thermodesulfovibrio aggregans,Thermodesulfovibrio,Nitrospiraceae,Nitrospirales,Nitrospira,Nitrospirae,Bacteria,5.01E-07,s^-1,60,Celsius,4.70E-19,m^3,"corkrey, engqvist, fierer, gold, patric","194, 555, 4194, 12331, 18707"
Thermoproteus uzoniensis,Thermoproteus,Thermoproteaceae,Thermoproteales,Thermoprotei,Crenarchaeota,Archaea,9.97E-07,s^-1,85.5,Celsius,9.99E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, rrndb, bergeys","249, 555, 5443, 12331, 13952, 15376, 18701, 18723"
Thermosipho atlanticus,Thermosipho,Fervidobacteriaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria,7.09E-06,s^-1,60,Celsius,2.09E-19,m^3,"corkrey, engqvist, fierer, gold","189, 555, 4199, 12331"
Thermosipho japonicus,Thermosipho,Fervidobacteriaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria,0.00024286,s^-1,71.8804,Celsius,2.47E-16,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/24/1/ijs-24-1-102.pdf?expires=1528305850&id=id&accname=guest&checksum=8DC77D535F45C14893CBC3DA8FF46484,
Thermosphaera aggregans,Thermosphaera,Desulfurococcaceae,Desulfurococcales,Thermoprotei,Crenarchaeota,Archaea,1.18E-06,s^-1,85,Celsius,5.36E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","335, 555, 5110, 12331, 13956, 15163, 18701, 18707, 18718, 18723"
Thermosulfidibacter takaii,Thermosulfidibacter,NA,Aquificales,Aquificae,Aquificae,Bacteria,1.22E-06,s^-1,70,Celsius,4.19E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, kegg, rrndb","174, 555, 4201, 6591, 12331, 17845, 18723"
Thermosulfurimonas dismutans,Thermosulfurimonas,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria,5.96E-06,s^-1,74,Celsius,2.53E-19,m^3,"corkrey, engqvist, fierer, gold","195, 555, 4202, 12331"
Thermotalea metallivorans,Thermotalea,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,3.59E-06,s^-1,53.333,Celsius,1.01E-18,m^3,"corkrey, fierer, gold, patric","158, 4204, 12331, 18707"
Thermovibrio ammonificans,Thermovibrio,Desulfurobacteriaceae,Desulfurobacteriales,Aquificae,Aquificae,Bacteria,2.75E-06,s^-1,74,Celsius,2.26E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","361, 555, 4206, 5309, 12331, 13963, 15308, 18701, 18707, 18718, 18723"
Thermus scotoductus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus,Bacteria,4.64E-06,s^-1,69.125,Celsius,2.62E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","425, 555, 5277, 12331, 13968, 15331, 18701, 18707, 18718, 18723"
Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus,Bacteria,0.00027108,s^-1,70.4486,Celsius,5.56E-19,m^3,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118960608.gbm00477.pub2,Genus: Thermus size info
Thiofaba tepidiphila,Thiofaba,Halothiobacillaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria,2.08E-05,s^-1,45,Celsius,7.12E-20,m^3,"bacdive-microa, corkrey, engqvist, fierer, gold","1, 79, 555, 4217, 12331"
Thiohalobacter thiocyanaticus,Thiohalobacter,NA,NA,Gammaproteobacteria,Proteobacteria,Bacteria,6.25E-06,s^-1,32,Celsius,1.87E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, rrndb","32, 555, 4218, 6934, 12331, 18723"
Thioreductor micantisoli,Thioreductor,NA,NA,Epsilonproteobacteria,Proteobacteria,Bacteria,4.18E-05,s^-1,32,Celsius,3.60E-19,m^3,"corkrey, engqvist, fierer, gold","368, 555, 4228, 12331"
Trichodesmium erythraeum,Trichodesmium,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanophyta,Bacteria,3.55E-06,s^-1,28,Celsius,9.50E-16,m^3,"Edwards, K. F., Klausmeier, C. A. and Litchman, E. (2015), Nutrient utilization traits of phytoplankton. Ecology, 96: 2311. doi:10.1890/14-2252.4",Saujanya’s phytoplankton data
Trichormus variabilis,Trichormus,Nostocaceae,Nostocales,Cyanophyceae,Cyanophyta,Bacteria,1.29E-05,s^-1,35,Celsius,3.89E-16,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/55/1/11.pdf?expires=1528306749&id=id&accname=guest&checksum=39CA557801A7F9B24A649DBDEEE3E978,https://books.google.co.uk/books?id=yjnLAwAAQBAJ&pg=PA224&lpg=PA224&dq=Trichormus+variabilis+cell+diameter&source=bl&ots=FtYPtDMsnF&sig=BSuUkqm7CJej0h9l2vBuwLrHkJ4&hl=en&sa=X&ved=0ahUKEwjVwteVv4fbAhWJA8AKHeK2CSwQ6AEIXTAM#v=onepage&q=Trichormus%20variabilis%20cell%20diameter&f=false  Anabaena = Trichormus variabilis
Tychonema bourrellyi,Tychonema,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,8.56E-06,s^-1,17,Celsius,3.81E-16,m^3,,
Ureaplasma urealyticum,Ureaplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,3.95E-05,s^-1,37,Celsius,1.31E-19,m^3,"engqvist, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4510, 12331, 14820, 18701, 18707, 18718, 18723, 18980"
Verminephrobacter eiseniae,Verminephrobacter,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,2.09E-05,s^-1,26.5,Celsius,1.72E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","164, 555, 4280, 4865, 12331, 14002, 14499, 18701, 18707, 18718, 18723"
Virgibacillus halodenitrificans,Virgibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,4.49E-05,s^-1,37.5,Celsius,1.67E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb, bergeys","426, 555, 5940, 12331, 14019, 18132, 18701, 18718, 18723"
Xanthomonas campestris,Xanthomonas,Xanothomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,7.91E-05,s^-1,30.03373237,Celsius,5.63E-19,m^3,https://books.google.co.uk/books?id=8A_yBwAAQBAJ&pg=PA191&lpg=PA191&dq=Xanthomonas+campestris+cell+width&source=bl&ots=LCjaeonYF-&sig=cHYPUCF7EAQ6Dq8eV8xlGskcvMA&hl=en&sa=X&ved=0ahUKEwiO6IXQs5nbAhUMthQKHckwA9o4ChDoAQhDMAc#v=onepage&q=Xanthomonas%20campestris%20cell%20width&f=false,pg.191
Xylella fastidiosa,Xylella,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,3.84E-05,s^-1,28.00402221,Celsius,1.83E-19,m^3,http://aem.asm.org/content/73/8/2690.full?view=long&pmid=17293518,
Yersinia enterocolitica,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria,2.14E-05,s^-1,23.15,Celsius,7.69E-19,m^3,http://www.elsevier.es/es-revista-enfermedades-infecciosas-microbiologia-clinica-28-articulo-yersinia-enterocolitica-pathogenesis-virulence-antimicrobial-S0213005X11002655?referer=buscador,
